Unnamed: 0,mid,uid,个人昵称,个人主页,发布时间,内容来自,展示内容,全部内容,转发数量,评论数量,点赞数量,展示内容_情感分析,全部内容_情感分析
147,5037288943782794,6570841490,WELL很丸圆,https://weibo.com/6570841490,05月23日 20:18,WELL滴小固执INFP,#福州大学#妈呀辅导员保持冷静态度这​,,0,0,0,"{'中性': 0.9913166761398315, '惊讶': 0.8545575737953186, '厌恶': 0.6098001003265381, '愤怒': 0.44413191080093384, '恐惧': 0.443034291267395, '悲伤': 0.3078133463859558, '喜悦': 0.0026128848548978567}",{'error': '文本为空'}
148,5037287890747951,7184341366,久巷伴猫,https://weibo.com/7184341366,05月23日 20:14,OPPO A96 5G,坐等结果#福大回应女生在校内电梯遭男生猥亵##福州大学#,【#福大回应女生在校内电梯遭男生猥亵#：警方已经介入，多方正在处理】近日，福建福州。网传#福州大学一男生猥亵女生#据网传信息显示，女生称自己在18日遭受猥亵后第一时间告知了辅导员，但辅导员却保持冷处理的态度，反复为对方开脱，避重就轻。最后选择报警，男子被拘留15日。对此，福州大学工作人员表示，学校知晓此事，目前警方已经介入，多方正在处理。具体的管理细节日后也会加强。福州大学一名男生在电梯内猥亵女生，校方：拘留结束后将被处理@搜狐千里眼搜狐千里眼的微博视频,0,0,0,"{'惊讶': 0.9235388040542603, '中性': 0.5089561939239502, '厌恶': 0.4563204348087311, '愤怒': 0.44133344292640686, '恐惧': 0.32970157265663147, '悲伤': 0.09720267355442047, '喜悦': 0.00980269443243742}","{'中性': 0.8338022828102112, '厌恶': 0.6775268912315369, '惊讶': 0.6074365377426147, '恐惧': 0.4784974455833435, '愤怒': 0.42354628443717957, '悲伤': 0.20252904295921326, '喜悦': 0.0009005346801131964}"
149,5037285723344057,7360629251,我是池塘边的好朋友_,https://weibo.com/7360629251,05月23日 20:06,Redmi Note 11T Pro,#福州大学#窝趣贵校刷新我对无耻的认知了，太🗡️了吧​,,0,1,0,"{'惊讶': 0.988614559173584, '愤怒': 0.9795659184455872, '恐惧': 0.61795574426651, '厌恶': 0.2510274350643158, '悲伤': 0.2202373594045639, '中性': 0.03218859061598778, '喜悦': 0.0293082594871521}",{'error': '文本为空'}
150,5037285513366397,3194134074,海的蓝BH,https://weibo.com/3194134074,05月23日 20:05,微博视频号,#福州大学称不存在纵容男生猥亵##福大称猥亵者拘留结束后将被处理#网传福州大学校内一男生猥亵女生，女生发文控校方事发后没有合理保护其诉求，#福州大学#有为男生开脱的倾向，想大事化小，小事化了。荔枝新闻的微博视频​,,0,0,0,"{'中性': 0.5925523042678833, '惊讶': 0.4519250690937042, '厌恶': 0.15483145415782928, '恐惧': 0.10467983782291412, '愤怒': 0.08819601684808731, '悲伤': 0.04727146402001381, '喜悦': 0.0018743077525869012}",{'error': '文本为空'}
151,5037284015215931,1936119834,河北长城网,https://weibo.com/1936119834,05月23日 19:59,,考考你：福建的省会是哪里？#福州大学一男生猥亵女生##福州大学#福建的省会是哪里？​,,1,3,2225,"{'惊讶': 0.8639176487922668, '愤怒': 0.45446330308914185, '恐惧': 0.1361607313156128, '厌恶': 0.10634125769138336, '中性': 0.08168809860944748, '悲伤': 0.01857132837176323, '喜悦': 0.001407716190442443}",{'error': '文本为空'}
152,5037282849458144,6370073986,檐上那只猫-运势强劲版,https://weibo.com/6370073986,05月23日 19:54,真我GT Neo,#福州大学#正打算明天去福州大学呢​,,0,0,0,"{'惊讶': 0.9044754505157471, '中性': 0.681479275226593, '喜悦': 0.3081482946872711, '愤怒': 0.26119735836982727, '恐惧': 0.08726533502340317, '悲伤': 0.028702106326818466, '厌恶': 0.004708240274339914}",{'error': '文本为空'}
153,5037280277828954,7499934040,绿源6410,https://weibo.com/7499934040,05月23日 19:44,华为畅享10 Plus,#福州大学#感到了没必要的羞耻，请校方和院方做出回应，以及二学位的门槛是不是该提提了​,,0,0,0,"{'恐惧': 0.9878793358802795, '愤怒': 0.9692428708076477, '悲伤': 0.9240205883979797, '惊讶': 0.897512674331665, '厌恶': 0.7196153402328491, '中性': 0.25109168887138367, '喜悦': 0.00023625220637768507}",{'error': '文本为空'}
154,5037279817765483,1562273464,365-厦门大雨,https://weibo.com/1562273464,05月23日 19:42,微博网页版,#福大回应女生在校内电梯遭男生猥亵#：警方已经介入，多方正在处理。#福州大学#辅导员却保持冷处理的态度？为何如此？​,,0,2,6,"{'惊讶': 0.9682920575141907, '厌恶': 0.5310441851615906, '愤怒': 0.520202100276947, '恐惧': 0.2290342003107071, '悲伤': 0.19646012783050537, '中性': 0.0606769323348999, '喜悦': 0.000741345516871661}",{'error': '文本为空'}
155,5037279205131764,1850948932,金鱼想有钱-,https://weibo.com/1850948932,05月23日 19:40,iPhone 13,#福州大学#所以辅导员为什么要为他开脱他猥亵跟他平时的所作所为有什么关系？他的年纪他的家庭能成为猥亵的借口吗​,,0,0,0,"{'惊讶': 0.8014758825302124, '愤怒': 0.03258000314235687, '中性': 0.02961190976202488, '厌恶': 0.027294233441352844, '恐惧': 0.01283244788646698, '悲伤': 0.007485162001103163, '喜悦': 0.0003047108184546232}",{'error': '文本为空'}
156,5037279142218370,6292263441,今生墨然1987,https://weibo.com/6292263441,05月23日 19:39,HUAWEI Mate 20,#福州大学#压热搜，维稳工作不好做呢。​,,0,0,0,"{'惊讶': 0.9329216480255127, '愤怒': 0.611000120639801, '中性': 0.5051794052124023, '厌恶': 0.4976944923400879, '恐惧': 0.34501317143440247, '悲伤': 0.3202779293060303, '喜悦': 0.003012954257428646}",{'error': '文本为空'}
157,5037278953475017,7107979920,橘红半夏_,https://weibo.com/7107979920,05月23日 19:39,iQOO Neo5 生而为赢,#福州大学#这个大学阔以避雷咯高考生们！​,,0,0,0,"{'惊讶': 0.9474484324455261, '厌恶': 0.7645808458328247, '愤怒': 0.6636286973953247, '喜悦': 0.5155869126319885, '中性': 0.3825512230396271, '恐惧': 0.0212604608386755, '悲伤': 0.001797703211195767}",{'error': '文本为空'}
158,5037278382788537,6631763993,平衡盐溶液-,https://weibo.com/6631763993,05月23日 19:36,iPhone客户端,#福州大学#导员啊导员​,,0,0,0,"{'惊讶': 0.8731974363327026, '愤怒': 0.4366486966609955, '中性': 0.25748464465141296, '喜悦': 0.0542905256152153, '悲伤': 0.053421031683683395, '恐惧': 0.020195545628666878, '厌恶': 0.008738692849874496}",{'error': '文本为空'}
159,5037277634105483,7191402059,用户7191402059,https://weibo.com/7191402059,05月23日 19:33,HUAWEI Mate 40 Pro,#福州大学#未知全貌，不予置评​,,0,0,0,"{'惊讶': 0.9136943221092224, '中性': 0.5477194786071777, '愤怒': 0.08882378786802292, '厌恶': 0.05219784006476402, '恐惧': 0.028959641233086586, '悲伤': 0.010501975193619728, '喜悦': 0.002484386321157217}",{'error': '文本为空'}
160,5037275843135425,6002486965,哇塞李聪明啊,https://weibo.com/6002486965,05月23日 19:26,iPhone客户端,#福州大学#建议查下这个大学的辅导员感觉都不是什么好东西​,,0,0,0,"{'厌恶': 0.9732599258422852, '惊讶': 0.7654463648796082, '愤怒': 0.726486086845398, '恐惧': 0.5853496789932251, '悲伤': 0.33791235089302063, '中性': 0.22788596153259277, '喜悦': 0.0006077782600186765}",{'error': '文本为空'}
161,5037275473775192,6910372761,沁瑶默雅,https://weibo.com/6910372761,05月23日 19:25,荣耀30 5G,#福州大学#为啥老是有这种丢人现眼的事情，反思一下#性骚扰#​,,0,0,1,"{'惊讶': 0.9721790552139282, '愤怒': 0.8697264194488525, '厌恶': 0.4789990782737732, '悲伤': 0.03042057901620865, '恐惧': 0.02317936159670353, '中性': 0.008625512942671776, '喜悦': 0.00041817917372100055}",{'error': '文本为空'}
162,5037274804784923,7676176905,夏天很热讷,https://weibo.com/7676176905,05月23日 19:22,iPhone客户端,#福州大学#辅导员就是很神经，大家懂的都懂​,,1,0,1,"{'惊讶': 0.9879854321479797, '愤怒': 0.9801905751228333, '恐惧': 0.9272776246070862, '厌恶': 0.03596728667616844, '喜悦': 0.02568533457815647, '悲伤': 0.004248935729265213, '中性': 0.0031352625228464603}",{'error': '文本为空'}
163,5037274697828353,6002486965,哇塞李聪明啊,https://weibo.com/6002486965,05月23日 19:22,iPhone客户端,#福州大学#太丢人了还尼玛经管办​,,0,0,0,"{'愤怒': 0.988235592842102, '惊讶': 0.9614972472190857, '厌恶': 0.9465200304985046, '悲伤': 0.7485172152519226, '恐惧': 0.5785502195358276, '中性': 0.014865072444081306, '喜悦': 0.0010167972650378942}",{'error': '文本为空'}
164,5037274607650077,6002486965,哇塞李聪明啊,https://weibo.com/6002486965,05月23日 19:21,iPhone客户端,#福州大学#辅导员你和那个男的一起➖4⃣️了​,,0,0,0,"{'惊讶': 0.8719300627708435, '愤怒': 0.5229635834693909, '中性': 0.5147386789321899, '恐惧': 0.27485018968582153, '悲伤': 0.18001212179660797, '厌恶': 0.1694074273109436, '喜悦': 0.1657324731349945}",{'error': '文本为空'}
165,5037274490471915,6013913516,发条俱乐部,https://weibo.com/6013913516,05月23日 19:21,iPhone客户端,啥b学校出了再多的问题只要占着一个211的名号就有人源源不断的涌入那么谴责的作用在哪？#福州大学#​,,0,0,3,"{'惊讶': 0.8172634243965149, '厌恶': 0.15340791642665863, '愤怒': 0.08451739698648453, '中性': 0.016642536967992783, '恐惧': 0.012912328355014324, '悲伤': 0.0047708963975310326, '喜悦': 0.00031559154740534723}",{'error': '文本为空'}
166,5037274282857647,5997610977,简单Jagie,https://weibo.com/5997610977,05月23日 19:20,iPhone客户端,#福州大学#开始压热搜了？​,,0,0,0,"{'惊讶': 0.9533528089523315, '愤怒': 0.6449854969978333, '中性': 0.30423441529273987, '恐惧': 0.22997601330280304, '悲伤': 0.09452745318412781, '喜悦': 0.03401479497551918, '厌恶': 0.023580610752105713}",{'error': '文本为空'}
167,5037273856870457,2513805733,一木想喝海盐芝士奶盖不加糖,https://weibo.com/2513805733,05月23日 19:18,HUAWEI Mate 60,#福州大学#建议退学处理​,,0,0,0,"{'惊讶': 0.8288944363594055, '愤怒': 0.5126302242279053, '中性': 0.46589958667755127, '悲伤': 0.44139692187309265, '厌恶': 0.2958355247974396, '恐惧': 0.2582642138004303, '喜悦': 0.003604321973398328}",{'error': '文本为空'}
168,5037273714004743,5660504746,JJ_讨厌吃菜,https://weibo.com/5660504746,05月23日 19:18,iPhone客户端,#福州大学#招生减章​,,0,0,0,"{'惊讶': 0.8523361086845398, '愤怒': 0.5674487948417664, '中性': 0.557275652885437, '悲伤': 0.151251882314682, '厌恶': 0.06946619600057602, '喜悦': 0.06241479516029358, '恐惧': 0.04266730323433876}",{'error': '文本为空'}
169,5037273666291263,5462210820,冬尔公水,https://weibo.com/5462210820,05月23日 19:18,Redmi Note 12 Turbo,#福州大学#书都读到狗肚子里去了​,,0,0,0,"{'惊讶': 0.9066438674926758, '恐惧': 0.8497923016548157, '厌恶': 0.8451245427131653, '愤怒': 0.8238034844398499, '悲伤': 0.5590720176696777, '中性': 0.33348941802978516, '喜悦': 0.004616239108145237}",{'error': '文本为空'}
170,5037273540465133,5904467512,皓月离空_cy17,https://weibo.com/5904467512,05月23日 19:17,iQOO U5,#福州大学##福州大学一男生猥亵女生#希望有一个公正的处罚，不要让受害人为加害人让步，加害人必须受到应有的惩罚​,,0,0,1,"{'中性': 0.931114912033081, '惊讶': 0.7383074164390564, '愤怒': 0.23765917122364044, '厌恶': 0.1957249492406845, '恐惧': 0.1670418083667755, '悲伤': 0.010133435018360615, '喜悦': 0.0011658503208309412}",{'error': '文本为空'}
171,5037273505334485,6595840011,今天月亮弯吗,https://weibo.com/6595840011,05月23日 19:17,iPhone 13,#福州大学#福大你也是火了好事不出门坏事传千里​,,0,0,1,"{'愤怒': 0.8285911679267883, '惊讶': 0.7792994379997253, '恐惧': 0.07787054032087326, '中性': 0.03125017508864403, '厌恶': 0.03095429204404354, '悲伤': 0.007727927528321743, '喜悦': 0.005307141225785017}",{'error': '文本为空'}
172,5037273227988948,7739410432,空空知知哈哈,https://weibo.com/7739410432,05月23日 19:16,nova12系列出色蓝不住,#福州大学#现在这样尿性的辅导员，不配为人师表，恶心​,,0,0,1,"{'愤怒': 0.9975818395614624, '厌恶': 0.9975804686546326, '悲伤': 0.6379712224006653, '恐惧': 0.5186516046524048, '惊讶': 0.24160562455654144, '中性': 0.004508109297603369, '喜悦': 0.00026182891451753676}",{'error': '文本为空'}
173,5037273105564698,7829054323,榴莲拌麻辣烫呀,https://weibo.com/7829054323,05月23日 19:15,微博 HTML5 版,#福州大学#神经，管不了自己就钉墙上吧​,,0,0,0,"{'愤怒': 0.9850452542304993, '恐惧': 0.9827837944030762, '惊讶': 0.9584162831306458, '厌恶': 0.8870970010757446, '悲伤': 0.2949867248535156, '中性': 0.0036041431594640017, '喜悦': 0.0022283606231212616}",{'error': '文本为空'}
174,5037272849712116,1927697354,神厨JENNYLIU,https://weibo.com/1927697354,05月23日 19:14,三星 Galaxy Z Flip4,#福州大学#抓紧出来官方答复，猥亵毕竟是犯罪。​,,0,0,0,"{'惊讶': 0.855867862701416, '愤怒': 0.6983782649040222, '厌恶': 0.24767793715000153, '悲伤': 0.24476787447929382, '恐惧': 0.142381951212883, '中性': 0.021175771951675415, '喜悦': 0.0036959790159016848}",{'error': '文本为空'}
175,5037272766876345,7734281866,怕不是脑袋进水,https://weibo.com/7734281866,05月23日 19:14,nova7你在焦点在,#福州大学#这样的人该死，但是福州是无辜的，大家理智哈(T^T)​,,0,0,0,"{'悲伤': 0.9871710538864136, '愤怒': 0.979686439037323, '惊讶': 0.9471084475517273, '恐惧': 0.8988620638847351, '厌恶': 0.8729410171508789, '中性': 0.22712723910808563, '喜悦': 0.001068106503225863}",{'error': '文本为空'}
176,5037272569221090,7744644878,Hazell68146050,https://weibo.com/7744644878,05月23日 19:13,iPhone客户端,为什么中国大学性骚扰丑闻不断？不就是处罚太轻了那些男的觉得没什么犯罪成本他们知道社会偏袒他们#福州大学性骚扰##福州大学#​,,0,0,2,"{'惊讶': 0.6656048893928528, '中性': 0.2338232845067978, '厌恶': 0.19388733804225922, '愤怒': 0.10181307792663574, '悲伤': 0.016295894980430603, '恐惧': 0.004867137875407934, '喜悦': 0.0010754024842754006}",{'error': '文本为空'}
177,5037272489002016,1146272044,V去痛片,https://weibo.com/1146272044,05月23日 19:13,,#福州大学#女生称自己在18日遭受猥亵后第一时间告知了辅导员，但辅导员却保持冷处理的态度，反复为对方开脱，避重就轻。最后选择报警，男子被拘留15日。​,,0,0,0,"{'中性': 0.7930914759635925, '厌恶': 0.6336805820465088, '惊讶': 0.5717582702636719, '愤怒': 0.4325734078884125, '恐惧': 0.40935903787612915, '悲伤': 0.26523199677467346, '喜悦': 0.003883768105879426}",{'error': '文本为空'}
178,5037271889741060,2682552515,青城大仙,https://weibo.com/2682552515,05月23日 19:11,,#福州大学#所以福州大学的教育理念就是只要你家庭困难，那就可以合法猥亵是吧​,,0,0,3,"{'惊讶': 0.7321768403053284, '厌恶': 0.35848817229270935, '愤怒': 0.2460249662399292, '恐惧': 0.04167686775326729, '中性': 0.021570833399891853, '悲伤': 0.021320242434740067, '喜悦': 0.0005095237866044044}",{'error': '文本为空'}
179,5037271361520251,5615723078,江菀筇_,https://weibo.com/5615723078,05月23日 19:09,荣耀70 Pro 5G,#福州大学#辅导员在大学完全就是副作用根本解决不了任何问题还总是一副盛气凌人的样子​,,0,0,1,"{'愤怒': 0.9966776967048645, '惊讶': 0.9245955348014832, '厌恶': 0.840583324432373, '恐惧': 0.31575435400009155, '喜悦': 0.05486663058400154, '悲伤': 0.03885159268975258, '中性': 0.0016849228413775563}",{'error': '文本为空'}
180,5037271279733037,1731403190,中年爷们,https://weibo.com/1731403190,05月23日 19:08,微博网页版,#福州大学#现在的事情，特别是关系到两性关系的事，要让子弹飞一会，等最后官方通报再说，不了解真是不能随便站队表态，网上反转的事情太多了。​,,1,0,1,"{'愤怒': 0.9597368240356445, '惊讶': 0.936733067035675, '中性': 0.7765693664550781, '厌恶': 0.4602881073951721, '恐惧': 0.42412811517715454, '悲伤': 0.3210920989513397, '喜悦': 0.0005843196413479745}",{'error': '文本为空'}
